color,price,model,specs,engine,bodytype,mileage,city
Gray,"$34,996 ",2015 Acura MDX Advance,"Used 2015 Acura MDX Advance with AWD, Remote Start, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Rear-View Camera, Split/Folding Seats, DVD",6 Cyl,SUV,"Mileage: 40,506 miles",Boston
Silver,"$23,994 ",2014 Toyota Tacoma,"Used 2014 Toyota Tacoma with 4WD, Double Cab, Fog Lights, Trailer Hitch, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Rear-View Camera, Air Conditioning, MP3",6 Cyl,Pickup,"Mileage: 66,354 miles",Boston
Black,"$28,500 ",2015 Toyota Tacoma Base,"Used 2015 Toyota Tacoma Base with 4WD, Double Cab, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Handsfree/Bluetooth Integration, Power Mirrors",6 Cyl,Pickup,"Mileage: 33,320 miles",Boston
White,"$16,490 ",2014 Honda CR-V LX,"Used 2014 Honda CR-V LX with AWD, Rear-View Camera",4 Cyl,SUV,"Mileage: 33,962 miles",Boston
Black,"$27,500 ",2015 Chevrolet Colorado Z71,"Used 2015 Chevrolet Colorado Z71 with 4WD, Remote Start, Fog Lights, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Power Steering, AM/FM, Trip Computer",6 Cyl,Pickup,"Mileage: 19,951 miles",Boston
Black,"$12,483 ",2016 Kia Forte LX,"Used 2016 Kia Forte LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,Sedan,"Mileage: 14,788 miles",Boston
Silver,"$22,488 ",2014 BMW X1 xDrive28i,"Used 2014 BMW X1 xDrive28i with AWD, Fog Lights, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, AM/FM",4 Cyl,SUV,"Mileage: 33,184 miles",Boston
Gray,"$23,950 ",2012 Mercedes-Benz GL-Class GL 450,"Used 2012 Mercedes-Benz GL-Class GL 450 with AWD, Power Sun/Moonroof, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, DVD, Air Conditioning, MP3, Power Steering",8 Cyl,SUV,"Mileage: 80,949 miles",Boston
Silver,"$12,990 ",2013 Kia Sportage LX,"Used 2013 Kia Sportage LX with AWD, Keyless Entry, Satellite Radio, Handsfree/Bluetooth Integration",4 Cyl,SUV,"Mileage: 54,240 miles",Boston
Black,"$39,000 ",2014 Mercedes-Benz CLS 550,"Used 2014 Mercedes-Benz CLS 550 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, DVD",8 Cyl,Sedan,"Mileage: 48,869 miles",Boston
Red,"$17,420 ",2015 Mazda CX-5 Touring,"Used 2015 Mazda CX-5 Touring with AWD, Power Sun/Moonroof, Navigation System, AM/FM",4 Cyl,SUV,"Mileage: 52,167 miles",Boston
Silver,"$20,990 ",2014 GMC Acadia SLE,"Used 2014 GMC Acadia SLE with AWD, Alloy Wheels, CD (Single Disc), Rear-View Camera, DVD, Air Conditioning, Satellite Radio, Cloth Seats, AM/FM, Power Mirrors",6 Cyl,SUV,"Mileage: 48,916 miles",Boston
White,"$12,590 ",2014 Honda Civic LX,"Used 2014 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Intermittent Wipers",4 Cyl,Sedan,"Mileage: 32,511 miles",Boston
Gray,"$26,790 ",2014 Jeep Grand Cherokee Limited Edition,"Used 2014 Jeep Grand Cherokee Limited Edition with 4WD, Leather Seats, Alloy Wheels, Navigation System, Heated Seats, Rear-View Camera, Satellite Radio, AM/FM, Handsfree/Bluetooth Integration",6 Cyl,SUV,"Mileage: 27,740 miles",Boston
Gray,"$9,750 ",2011 Honda Fit Sport,,4 Cyl,Hatchback,"Mileage: 48,427 miles",Boston
Silver,"$12,390 ",2014 Honda Civic LX,"Used 2014 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Cloth Seats, Power Steering, AM/FM, Intermittent Wipers, Rear Window Defroster",4 Cyl,Sedan,"Mileage: 32,237 miles",Boston
Gray,"$23,790 ",2011 Toyota 4Runner SR5,"Used 2011 Toyota 4Runner SR5 with 4WD, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering",6 Cyl,SUV,"Mileage: 76,025 miles",Boston
Black,"$13,988 ",2015 Nissan Altima,"Used 2015 Nissan Altima with FWD, Navigation System, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,Sedan,"Mileage: 40,355 miles",Boston
Gray,"$30,988 ",2014 Lexus GS 350,"Used 2014 Lexus GS 350 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, DVD, Air Conditioning",6 Cyl,Sedan,"Mileage: 22,300 miles",Boston
Beige,"$20,999 ",2015 Toyota RAV4 XLE,"Used 2015 Toyota RAV4 XLE with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats",4 Cyl,SUV,"Mileage: 21,405 miles",Boston
Gray,"$14,627 ",2015 Toyota Corolla LE,"Used 2015 Toyota Corolla LE with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, Trip Computer, Rear Window Defroster, Front Airbags (Driver), Power Mirrors",4 Cyl,Sedan,"Mileage: 5,821 miles",Boston
Black,"$38,150 ",2016 Mercedes-Benz GLC 300,"Used 2016 Mercedes-Benz GLC 300 with AWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering, Power Windows",4 Cyl,SUV,"Mileage: 27,571 miles",Boston
Red,"$11,790 ",2014 Hyundai Sonata GLS,"Used 2014 Hyundai Sonata GLS with FWD, Heated Seats, CD (Single Disc), Rear-View Camera, MP3, Satellite Radio, AM/FM, Power Seat (Driver)",4 Cyl,Sedan,"Mileage: 29,569 miles",Boston
Blue,"$16,490 ",2013 GMC Terrain SLT,"Used 2013 GMC Terrain SLT with AWD, Leather Seats, Navigation System, Heated Seats, Rear-View Camera",4 Cyl,SUV,"Mileage: 68,776 miles",Boston
Gray,"$27,900 ",2014 BMW 3 Series 335i xDrive,"Used 2014 BMW 3 Series 335i xDrive with AWD, Fog Lights, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, Power Windows",6 Cyl,Sedan,"Mileage: 51,062 miles",Boston
White,"$22,994 ",2014 Ford Flex SEL,"Used 2014 Ford Flex SEL with AWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio",6 Cyl,SUV,"Mileage: 35,164 miles",Boston
Silver,"$25,390 ",2014 Ford Explorer XLT,"Used 2014 Ford Explorer XLT with 4WD, Leather Seats, Fog Lights, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering",6 Cyl,SUV,"Mileage: 35,230 miles",Boston
White,"$17,990 ",2014 Nissan Pathfinder S,,6 Cyl,SUV,"Mileage: 45,673 miles",Boston
Gray,"$19,999 ",2014 Ford Escape Titanium,"Used 2014 Ford Escape Titanium with 4WD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",4 Cyl,SUV,"Mileage: 39,061 miles",Boston
Black,"$26,995 ",2014 BMW 4 Series 428i xDrive,"Used 2014 BMW 4 Series 428i xDrive with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats",4 Cyl,Coupe,"Mileage: 24,784 miles",Boston
White,"$13,750 ",2015 Toyota Prius c Two,"Used 2015 Toyota Prius c Two with FWD, Rear-View Camera, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration, Front Airbags (Driver)",4 Cyl,Hatchback,"Mileage: 7,873 miles",Boston
Silver,"$14,227 ",2014 Toyota Prius Two,"Used 2014 Toyota Prius Two with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,Hatchback,"Mileage: 61,105 miles",Boston
Silver,"$14,977 ",2015 Nissan Altima,"Used 2015 Nissan Altima with FWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,Sedan,"Mileage: 16,981 miles",Boston
Red,"$24,745 ",2014 GMC Acadia SLT,"Used 2014 GMC Acadia SLT with AWD, Remote Start, Leather Seats, Fog Lights, Third Row Seating, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,SUV,"Mileage: 45,479 miles",Boston
Black,"$19,975 ",2014 Volvo S60 T5,"Used 2014 Volvo S60 T5 with AWD, Heated Seats",5 Cyl,Sedan,"Mileage: 43,546 miles",Boston
Silver,"$17,943 ",2014 Volkswagen Jetta GLI,"Used 2014 Volkswagen Jetta GLI with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",4 Cyl,Sedan,"Mileage: 33,663 miles",Boston
Gray,"$19,995 ",2011 GMC Sierra 1500 SLE,"Used 2011 GMC Sierra 1500 SLE with 4WD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, CD (Single Disc), Towing Package, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",8 Cyl,Pickup,"Mileage: 97,379 miles",Boston
Silver,"$23,490 ",2014 Ford Edge SEL,"Used 2014 Ford Edge SEL with AWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,SUV,"Mileage: 13,276 miles",Boston
Silver,"$16,740 ",2014 Ford Fusion Titanium,"Used 2014 Ford Fusion Titanium with AWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning",4 Cyl,Sedan,"Mileage: 32,570 miles",Boston
Black,"$43,975 ",2014 BMW 7 Series 750Li xDrive,,8 Cyl,Sedan,"Mileage: 44,539 miles",Boston
White,"$16,852 ",2013 Toyota RAV4 Limited Edition,"Used 2013 Toyota RAV4 Limited Edition with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",4 Cyl,SUV,"Mileage: 59,015 miles",Boston
White,"$16,550 ",2014 Kia Sorento LX,"Used 2014 Kia Sorento LX with AWD, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning, MP3",4 Cyl,SUV,"Mileage: 27,594 miles",Boston
Gray,"$17,987 ",2014 Jeep Cherokee Latitude,"Used 2014 Jeep Cherokee Latitude with 4WD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",6 Cyl,SUV,"Mileage: 49,099 miles",Boston
Gray,"$16,990 ",2014 GMC Terrain SLE,"Used 2014 GMC Terrain SLE with AWD, Rear-View Camera",4 Cyl,SUV,"Mileage: 22,471 miles",Boston
Gray,"$17,983 ",2014 Toyota RAV4 LE,,4 Cyl,SUV,"Mileage: 33,512 miles",Boston
Blue,"$15,498 ",2014 Toyota Camry XLE,"Used 2014 Toyota Camry XLE with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,Sedan,"Mileage: 36,288 miles",Boston
White,"$14,790 ",2015 Hyundai Sonata Sport,"Used 2015 Hyundai Sonata Sport with FWD, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Power Seat (Driver)",4 Cyl,Sedan,"Mileage: 38,449 miles",Boston
Silver,"$6,988 ",2008 Honda Civic LX,"Used 2008 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Power Steering, Power Windows, AM/FM, Intermittent Wipers, Power Locks, Rear Window Defroster, Front Airbags (Driver)",4 Cyl,Sedan,"Mileage: 62,750 miles",Boston
Gray,"$19,990 ",2015 Chrysler 200 S,"Used 2015 Chrysler 200 S with AWD, Remote Start, Power Sun/Moonroof, Navigation System, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Satellite Radio, AM/FM, 4-Wheel Disc Brakes",6 Cyl,Sedan,"Mileage: 7,239 miles",Boston
White,"$17,520 ",2012 Subaru Forester 2.5X,"Used 2012 Subaru Forester 2.5X with AWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,SUV,"Mileage: 19,309 miles",Boston
Black,"$18,941 ",2015 Volkswagen Golf S,"Used 2015 Volkswagen Golf S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,Hatchback,"Mileage: 32,987 miles",Boston
Black,"$15,790 ",2016 Volkswagen Tiguan S,"Used 2016 Volkswagen Tiguan S with FWD, Heated Seats, Rear-View Camera, Handsfree/Bluetooth Integration",4 Cyl,SUV,"Mileage: 24,029 miles",Boston
Brown,"$15,690 ",2015 Volkswagen Tiguan S,"Used 2015 Volkswagen Tiguan S with AWD, Rear-View Camera, Handsfree/Bluetooth Integration",4 Cyl,SUV,"Mileage: 43,599 miles",Boston
Black,"$20,000 ",2015 Buick Encore Convenience,"Used 2015 Buick Encore Convenience with AWD, Remote Start, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, Power Steering, AM/FM, Trip Computer",4 Cyl,SUV,"Mileage: 8,581 miles",Boston
Unspecified,"$15,500 ",2015 Ford Escape SE,"Used 2015 Ford Escape SE with FWD, Fog Lights, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration",4 Cyl,SUV,"Mileage: 34,322 miles",Boston
Red,"$12,950 ",2015 Hyundai Veloster Turbo,"Used 2015 Hyundai Veloster Turbo with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",4 Cyl,Hatchback,"Mileage: 52,388 miles",Boston
Blue,"$15,490 ",2012 Ford Mustang GT,"Used 2012 Ford Mustang GT with RWD, Keyless Entry",8 Cyl,Coupe,"Mileage: 98,717 miles",Boston
Gray,"$22,590 ",2014 GMC Acadia SLE,"Used 2014 GMC Acadia SLE with AWD, Alloy Wheels, CD (Single Disc), Rear-View Camera, Air Conditioning, Satellite Radio, Cloth Seats, AM/FM, Power Mirrors",6 Cyl,SUV,"Mileage: 39,868 miles",Boston
Silver,"$7,977 ",2010 Toyota Corolla LE,"Used 2010 Toyota Corolla LE with FWD, Air Conditioning, Cloth Seats, Power Steering, Intermittent Wipers, Power Locks, Rear Window Defroster, Power Mirrors",4 Cyl,Sedan,"Mileage: 78,867 miles",Boston
Black,"$8,900 ",2010 Ford Fusion SE,"Used 2010 Ford Fusion SE with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,Sedan,"Mileage: 43,339 miles",Boston
White,"$17,520 ",2012 Subaru Forester 2.5X,"Used 2012 Subaru Forester 2.5X with AWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,SUV,"Mileage: 19,309 miles",Boston
White,"$16,990 ",2011 Buick Enclave CXL,"Used 2011 Buick Enclave CXL with AWD, Remote Start, Leather Seats, Third Row Seating, Navigation System, Heated Seats, CD (Single Disc), Rear-View Camera, DVD, MP3, Satellite Radio",6 Cyl,SUV,"Mileage: 66,085 miles",Boston
Red,"$12,950 ",2015 Hyundai Veloster Turbo,"Used 2015 Hyundai Veloster Turbo with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",4 Cyl,Hatchback,"Mileage: 52,388 miles",Boston
Black,"$19,862 ",2013 Toyota Highlander,"Used 2013 Toyota Highlander with 4WD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",6 Cyl,SUV,"Mileage: 71,306 miles",Boston
Beige,"$10,995 ",2009 Toyota Highlander,"Used 2009 Toyota Highlander with 4WD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM",6 Cyl,SUV,"Mileage: 134,525 miles",Boston
Silver,"$28,500 ",2015 Ram 1500,"Used 2015 Ram 1500 with 4WD, Remote Start, Fog Lights, Trailer Hitch, Alloy Wheels, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio, Cloth Seats",8 Cyl,Pickup,"Mileage: 21,917 miles",Boston
White,"$24,000 ",2014 Ford Explorer XLT,"Used 2014 Ford Explorer XLT with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Satellite Radio",6 Cyl,SUV,"Mileage: 42,816 miles",Boston
White,"$26,550 ",2013 Ford F-150 XLT,"Used 2013 Ford F-150 XLT with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",6 Cyl,Pickup,"Mileage: 49,338 miles",Boston
White,"$15,000 ",2014 Jeep Compass Latitude,"Used 2014 Jeep Compass Latitude with 4WD, Cruise Control",4 Cyl,SUV,"Mileage: 37,203 miles",Boston
Blue,"$15,490 ",2012 Ford Mustang GT,"Used 2012 Ford Mustang GT with RWD, Keyless Entry",8 Cyl,Coupe,"Mileage: 98,717 miles",Boston
White,"$26,837 ",2014 Toyota Tacoma Base,"Used 2014 Toyota Tacoma Base with 4WD, Double Cab, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",6 Cyl,Pickup,"Mileage: 41,872 miles",Boston
Black,"$11,690 ",2013 Nissan Altima S,"Used 2013 Nissan Altima S with FWD, Keyless Entry, Handsfree/Bluetooth Integration",4 Cyl,Sedan,"Mileage: 35,465 miles",Boston
White,"$14,190 ",2014 Buick Verano Convenience,"Used 2014 Buick Verano Convenience with FWD, Fog Lights, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, Power Windows, AM/FM, Power Seat (Driver)",4 Cyl,Sedan,"Mileage: 22,836 miles",Boston
Gray,"$14,544 ",2014 Honda Civic EXL,"Used 2014 Honda Civic EXL with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Power Steering, Trip Computer, Power Seat (Driver)",4 Cyl,Sedan,"Mileage: 36,007 miles",Boston
Blue,"$12,500 ",2016 Chevrolet Cruze LS,"Used 2016 Chevrolet Cruze LS with FWD, Keyless Entry, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors",4 Cyl,Sedan,"Mileage: 13,841 miles",Boston
White,"$26,787 ",2015 Honda Pilot EXL,"Used 2015 Honda Pilot EXL with 4WD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Power Locks, Handsfree/Bluetooth Integration",6 Cyl,SUV,"Mileage: 58,160 miles",Boston
Brown,"$15,790 ",2014 Honda CR-V LX,"Used 2014 Honda CR-V LX with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",4 Cyl,SUV,"Mileage: 33,643 miles",Boston
White,"$33,900 ",2015 Lexus IS 350,"Used 2015 Lexus IS 350 with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",6 Cyl,Sedan,"Mileage: 32,144 miles",Boston
Gray,"$12,998 ",2014 Nissan Altima,"Used 2014 Nissan Altima with FWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,Sedan,"Mileage: 37,721 miles",Boston
Silver,"$15,380 ",2015 Hyundai Sonata Sport,"Used 2015 Hyundai Sonata Sport with FWD, Cruise Control, Heated Seats, Air Conditioning, Power Steering, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors",4 Cyl,Sedan,"Mileage: 32,001 miles",Boston
Blue,"$22,727 ",2015 Mini Cooper Countryman S,"Used 2015 Mini Cooper Countryman S with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",4 Cyl,SUV,"Mileage: 23,985 miles",Boston
Black,"$13,750 ",2014 Nissan Altima,"Used 2014 Nissan Altima with FWD, Navigation System, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,Sedan,"Mileage: 34,402 miles",Boston
