bodytype,specs,price,color,mileage,engine,model,city
Sedan,"Used 2014 Ford Fusion Titanium with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$17,000 ",White,"Mileage: 47,150 miles",4 Cyl,2014 Ford Fusion Titanium,SanFrancisco 
Coupe,"Used 2014 Dodge Challenger SXT with RWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM","$18,888 ",Unspecified,"Mileage: 27,641 miles",6 Cyl,2014 Dodge Challenger SXT,SanFrancisco 
Coupe,,"$24,900 ",Black,"Mileage: 28,417 miles",4 Cyl,2014 BMW 4 Series 428i,SanFrancisco 
Sedan,"Used 2014 Ford Fusion SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$12,700 ",Silver,"Mileage: 34,097 miles",4 Cyl,2014 Ford Fusion SE,SanFrancisco 
SUV,"Used 2013 GMC Acadia Denali with FWD, Remote Start, Fog Lights, Trailer Hitch, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)","$26,988 ",White,"Mileage: 47,798 miles",6 Cyl,2013 GMC Acadia Denali,SanFrancisco 
Sedan,"Used 2014 BMW 3 Series 328d with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering","$21,900 ",Black,"Mileage: 53,968 miles",4 Cyl,2014 BMW 3 Series 328d,SanFrancisco 
Hatchback,"Used 2013 Toyota Prius c One with FWD, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Rear Window Defroster, Power Mirrors","$13,900 ",Orange,"Mileage: 30,746 miles",4 Cyl,2013 Toyota Prius c One,SanFrancisco 
Sedan,"Used 2014 BMW 3 Series 328i with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Windows, Trip Computer, Front Airbags (Driver)","$20,995 ",Blue,"Mileage: 29,772 miles",4 Cyl,2014 BMW 3 Series 328i,SanFrancisco 
Convertible,"Used 2013 Volkswagen Beetle with FWD, Alloy Wheels, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$15,500 ",Silver,"Mileage: 45,595 miles",5 Cyl,2013 Volkswagen Beetle,SanFrancisco 
Hatchback,"Used 2014 Hyundai Veloster with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$12,500 ",Black,"Mileage: 22,967 miles",4 Cyl,2014 Hyundai Veloster,SanFrancisco 
Coupe,"Used 2017 Audi TT with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$43,000 ",Red,"Mileage: 1,007 miles",4 Cyl,2017 Audi TT,SanFrancisco 
SUV,"Used 2013 Hyundai Santa Fe Sport with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$20,950 ",Black,"Mileage: 50,346 miles",4 Cyl,2013 Hyundai Santa Fe Sport,SanFrancisco 
SUV,"Used 2014 Acura RDX with AWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$25,987 ",Gray,"Mileage: 15,434 miles",6 Cyl,2014 Acura RDX,SanFrancisco 
Coupe,"Used 2017 Audi TT with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$43,000 ",Red,"Mileage: 1,007 miles",4 Cyl,2017 Audi TT,SanFrancisco 
SUV,"Used 2014 Acura RDX with AWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$25,987 ",Gray,"Mileage: 15,434 miles",6 Cyl,2014 Acura RDX,SanFrancisco 
SUV,"Used 2015 Nissan Rogue S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$15,000 ",Black,"Mileage: 33,826 miles",4 Cyl,2015 Nissan Rogue S,SanFrancisco 
Wagon,,"$6,991 ",Turquoise,"Mileage: 121,088 miles",4 Cyl,2009 Scion xB Base,SanFrancisco 
Sedan,"Used 2008 Toyota Avalon XLS with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Air Conditioning, MP3, Power Steering","$12,799 ",Silver,"Mileage: 37,211 miles",6 Cyl,2008 Toyota Avalon XLS,SanFrancisco 
Sedan,"Used 2008 Lexus ES 350 with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering, AM/FM","$15,481 ",Blue,"Mileage: 33,722 miles",6 Cyl,2008 Lexus ES 350,SanFrancisco 
Sedan,"Used 2015 Honda Accord EXL with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$20,481 ",Black,"Mileage: 24,559 miles",4 Cyl,2015 Honda Accord EXL,SanFrancisco 
Coupe,"Used 2015 Honda Accord EX with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats","$18,450 ",Black,"Mileage: 24,142 miles",4 Cyl,2015 Honda Accord EX,SanFrancisco 
Sedan,"Used 2012 Kia Optima EX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering","$10,999 ",White,"Mileage: 90,330 miles",4 Cyl,2012 Kia Optima EX,SanFrancisco 
Hatchback,,"$16,995 ",White,"Mileage: 13,632 miles",Electric,2014 BMW i3,SanFrancisco 
Convertible,"Used 2014 Chevrolet Camaro LT with RWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$19,488 ",Yellow,"Mileage: 17,840 miles",6 Cyl,2014 Chevrolet Camaro LT,SanFrancisco 
Sedan,"Used 2014 Chrysler 300 S with RWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning","$18,199 ",Gray,"Mileage: 44,906 miles",6 Cyl,2014 Chrysler 300 S,SanFrancisco 
Sedan,"Used 2014 Chevrolet Volt with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$14,888 ",White,"Mileage: 44,288 miles",4 Cyl,2014 Chevrolet Volt,SanFrancisco 
SUV,"Used 2016 Toyota RAV4 Limited Edition with AWD, Power Sun/Moonroof, Navigation System, Heated Seats, Split/Folding Seats, 4-Wheel Disc Brakes, Power Seat (Driver), Power Mirrors","$27,250 ",Black,"Mileage: 13,060 miles",4 Cyl,2016 Toyota RAV4 Limited Edition,SanFrancisco 
SUV,,"$9,995 ",Red,"Mileage: 84,491 miles",4 Cyl,2014 Jeep Patriot Sport,SanFrancisco 
Hatchback,,"$17,900 ",Orange,"Mileage: 4,544 miles",Electric,2014 BMW i3,SanFrancisco 
Pickup,"Used 2015 Toyota Tundra SR5 with RWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering","$30,599 ",Gray,"Mileage: 29,002 miles",8 Cyl,2015 Toyota Tundra SR5,SanFrancisco 
SUV,"Used 2010 Subaru Forester 2.5X with AWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows","$14,788 ",Silver,"Mileage: 51,920 miles",4 Cyl,2010 Subaru Forester 2.5X,SanFrancisco 
Sedan,,"$33,900 ",Black,"Mileage: 52,460 miles",8 Cyl,2014 Mercedes-Benz CLS 550,SanFrancisco 
Sedan,"Used 2015 Honda Civic EXL with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$17,991 ",Gray,"Mileage: 12,557 miles",4 Cyl,2015 Honda Civic EXL,SanFrancisco 
Sedan,"Used 2014 Kia Optima EX with FWD, Fog Lights, Cruise Control, Air Conditioning, MP3, Power Steering, Handsfree/Bluetooth Integration","$15,000 ",Red,"Mileage: 30,802 miles",4 Cyl,2014 Kia Optima EX,SanFrancisco 
Hatchback,"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$10,900 ",Black,"Mileage: 47,112 miles",4 Cyl,2014 Ford Focus SE,SanFrancisco 
Hatchback,"Used 2017 Audi S7 Premium Plus with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$66,500 ",Black,Mileage: 444 miles,8 Cyl,2017 Audi S7 Premium Plus,SanFrancisco 
SUV,"Used 2012 Toyota Highlander SE with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Air Conditioning, Power Steering, 4-Wheel Disc Brakes, Power Locks, Rear Window Defroster","$13,888 ",Silver,"Mileage: 136,618 miles",6 Cyl,2012 Toyota Highlander SE,SanFrancisco 
Hatchback,"Used 2014 Scion tC 10 Series with FWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows","$14,100 ",Silver,"Mileage: 30,476 miles",4 Cyl,2014 Scion tC 10 Series,SanFrancisco 
SUV,"Used 2013 Lexus GX 460 with 4WD, Remote Start, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)","$34,882 ",White,"Mileage: 68,688 miles",8 Cyl,2013 Lexus GX 460,SanFrancisco 
Wagon,"Used 2015 Volkswagen Golf SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM","$20,500 ",Blue,"Mileage: 23,103 miles",4 Cyl,2015 Volkswagen Golf SE,SanFrancisco 
Hatchback,,"$11,985 ",Gray,"Mileage: 73,000 miles",4 Cyl,2014 Toyota Prius Two,SanFrancisco 
Minivan,"Used 2015 Honda Odyssey EX with FWD, Power Sun/Moonroof, Third Row Seating, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, 4-Wheel Disc Brakes, Trip Computer, Intermittent Wipers, Power Locks","$28,222 ",Gray,"Mileage: 27,758 miles",6 Cyl,2015 Honda Odyssey EX,SanFrancisco 
Sedan,"Used 2015 Ford Fusion Titanium with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$19,500 ",White,"Mileage: 40,529 miles",4 Cyl,2015 Ford Fusion Titanium,SanFrancisco 
Sedan,"Used 2014 Volkswagen Passat S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes","$11,500 ",Gray,"Mileage: 50,685 miles",4 Cyl,2014 Volkswagen Passat S,SanFrancisco 
Sedan,"Used 2010 Acura TL with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, DVD, Air Conditioning, MP3","$14,988 ",Black,"Mileage: 76,577 miles",6 Cyl,2010 Acura TL,SanFrancisco 
Sedan,"Used 2016 Nissan Sentra S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$13,000 ",Black,"Mileage: 8,339 miles",4 Cyl,2016 Nissan Sentra S,SanFrancisco 
Wagon,"Used 2015 Volkswagen Golf SEL with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$26,500 ",White,"Mileage: 11,278 miles",4 Cyl,2015 Volkswagen Golf SEL,SanFrancisco 
SUV,"Used 2015 Lexus RX 350 with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$35,882 ",White,"Mileage: 16,779 miles",6 Cyl,2015 Lexus RX 350,SanFrancisco 
Hatchback,"Used 2016 Hyundai Veloster with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$13,985 ",White,"Mileage: 11,821 miles",4 Cyl,2016 Hyundai Veloster,SanFrancisco 
SUV,,"$18,500 ",Blue,"Mileage: 40,430 miles",4 Cyl,2014 BMW X1 sDrive28i,SanFrancisco 
Sedan,"Used 2014 Honda Civic LX with FWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$13,981 ",Black,"Mileage: 33,230 miles",4 Cyl,2014 Honda Civic LX,SanFrancisco 
Sedan,"Used 2013 Infiniti G37 Journey with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$20,995 ",White,"Mileage: 27,564 miles",6 Cyl,2013 Infiniti G37 Journey,SanFrancisco 
SUV,"Used 2016 Lincoln MKC Select with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$26,451 ",Black,"Mileage: 23,942 miles",4 Cyl,2016 Lincoln MKC Select,SanFrancisco 
SUV,"Used 2014 Volkswagen Tiguan S with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows, Aux Audio Adapter","$12,998 ",Silver,"Mileage: 53,400 miles",4 Cyl,2014 Volkswagen Tiguan S,SanFrancisco 
Pickup,"Used 2014 Ford F-150 XLT with RWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows","$30,999 ",White,"Mileage: 32,500 miles",6 Cyl,2014 Ford F-150 XLT,SanFrancisco 
Wagon,"Used 2009 Toyota Venza Base with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$12,999 ",Gold,"Mileage: 83,595 miles",6 Cyl,2009 Toyota Venza Base,SanFrancisco 
Sedan,"Used 2015 Ford Focus S with FWD, Keyless Entry, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$11,497 ",Black,"Mileage: 15,733 miles",4 Cyl,2015 Ford Focus S,SanFrancisco 
Minivan,"Used 2014 Honda Odyssey Touring with FWD, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, DVD","$27,700 ",Gray,"Mileage: 47,300 miles",6 Cyl,2014 Honda Odyssey Touring,SanFrancisco 
SUV,"Used 2015 Toyota RAV4 XLE with AWD, Power Sun/Moonroof, Rear-View Camera, 4-Wheel Disc Brakes, Power Mirrors","$20,693 ",White,"Mileage: 42,223 miles",4 Cyl,2015 Toyota RAV4 XLE,SanFrancisco 
Sedan,"Used 2015 Acura TLX with FWD, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering","$22,983 ",Black,"Mileage: 18,729 miles",4 Cyl,2015 Acura TLX,SanFrancisco 
Sedan,"Used 2014 Nissan Altima S with FWD, Cloth Seats, 4-Wheel Disc Brakes, Handsfree/Bluetooth Integration","$10,294 ",Silver,"Mileage: 55,593 miles",4 Cyl,2014 Nissan Altima S,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius c One with FWD, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Trip Computer, Rear Window Defroster, Handsfree/Bluetooth Integration","$12,900 ",Silver,"Mileage: 36,612 miles",4 Cyl,2014 Toyota Prius c One,SanFrancisco 
Hatchback,"Used 2015 Toyota Prius Three with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$13,988 ",Black,"Mileage: 70,343 miles",4 Cyl,2015 Toyota Prius Three,SanFrancisco 
Sedan,"Used 2014 Dodge Avenger SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$9,900 ",Black,"Mileage: 59,489 miles",4 Cyl,2014 Dodge Avenger SE,SanFrancisco 
Coupe,"Used 2013 Honda CR-Z EX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM","$11,882 ",Black,"Mileage: 34,780 miles",4 Cyl,2013 Honda CR-Z EX,SanFrancisco 
Coupe,"Used 2014 BMW 4 Series 435i with RWD, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, AM/FM","$29,900 ",Gray,"Mileage: 50,107 miles",6 Cyl,2014 BMW 4 Series 435i,SanFrancisco 
Sedan,"Used 2014 Toyota Avalon Limited Edition with FWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning","$24,599 ",Black,"Mileage: 41,073 miles",4 Cyl,2014 Toyota Avalon Limited Edition,SanFrancisco 
Hatchback,"Used 2014 BMW i3 with RWD, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, MP3","$21,900 ",Orange,Mileage: 316 miles,Electric,2014 BMW i3,SanFrancisco 
Minivan,"Used 2013 Toyota Sienna XLE with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$22,985 ",Green,"Mileage: 37,976 miles",6 Cyl,2013 Toyota Sienna XLE,SanFrancisco 
Sedan,"Used 2014 Honda Civic LX with FWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$12,784 ",White,"Mileage: 37,358 miles",4 Cyl,2014 Honda Civic LX,SanFrancisco 
Hatchback,"Used 2014 BMW i3 Range Extender with RWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$17,984 ",Silver,"Mileage: 16,310 miles",2 Cyl,2014 BMW i3 Range Extender,SanFrancisco 
Sedan,"Used 2015 Kia Optima LX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$11,500 ",White,"Mileage: 75,817 miles",4 Cyl,2015 Kia Optima LX,SanFrancisco 
Sedan,"Used 2015 Chrysler 200 Limited with FWD, Cruise Control, Air Conditioning, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster","$13,495 ",Red,"Mileage: 22,549 miles",4 Cyl,2015 Chrysler 200 Limited,SanFrancisco 
Hatchback,"Used 2014 BMW i3 with RWD, Navigation System, Heated Seats, AM/FM, 4-Wheel Disc Brakes, Handsfree/Bluetooth Integration","$16,594 ",Orange,"Mileage: 13,391 miles",Electric,2014 BMW i3,SanFrancisco 
Hatchback,,"$17,000 ",Red,"Mileage: 17,302 miles",4 Cyl,2015 Toyota Prius Two,SanFrancisco 
SUV,"Used 2014 GMC Yukon Denali with AWD, Fog Lights, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD","$35,994 ",White,"Mileage: 58,920 miles",8 Cyl,2014 GMC Yukon Denali,SanFrancisco 
Hatchback,"Used 2013 Mini Cooper with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM","$11,984 ",Black,"Mileage: 15,073 miles",4 Cyl,2013 Mini Cooper,SanFrancisco 
Sedan,"Used 2016 Honda Accord Touring with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning","$26,484 ",White,"Mileage: 10,031 miles",6 Cyl,2016 Honda Accord Touring,SanFrancisco 
SUV,"Used 2015 Toyota RAV4 LE with AWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$18,784 ",Silver,"Mileage: 14,200 miles",4 Cyl,2015 Toyota RAV4 LE,SanFrancisco 
Coupe,"Used 2014 BMW 4 Series 435i with RWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering","$34,900 ",Black,"Mileage: 19,860 miles",6 Cyl,2014 BMW 4 Series 435i,SanFrancisco 
Sedan,"Used 2014 Kia Forte LX with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes","$8,500 ",Red,"Mileage: 88,868 miles",4 Cyl,2014 Kia Forte LX,SanFrancisco 
Coupe,,"$19,888 ",Black,"Mileage: 63,039 miles",4 Cyl,2014 BMW 2 Series 228i,SanFrancisco 
Sedan,,"$45,500 ",Black,"Mileage: 25,488 miles",6 Cyl,2014 Maserati Quattroporte S Q4,SanFrancisco 
Sedan,"Used 2014 Nissan Altima SV with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, MP3, Satellite Radio, Power Steering","$15,000 ",White,"Mileage: 33,181 miles",4 Cyl,2014 Nissan Altima SV,SanFrancisco 
SUV,"Used 2014 Jeep Grand Cherokee Limited Edition with 4WD, Remote Start, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$23,400 ",White,"Mileage: 72,049 miles",6 Cyl,2014 Jeep Grand Cherokee Limited Edition,SanFrancisco 
Sedan,"Used 2013 Infiniti G37 Journey with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Towing Package, Rear-View Camera, Split/Folding Seats, Air Conditioning","$18,488 ",Silver,"Mileage: 41,132 miles",6 Cyl,2013 Infiniti G37 Journey,SanFrancisco 
Sedan,"Used 2015 Nissan Altima S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$14,495 ",Gray,"Mileage: 26,623 miles",4 Cyl,2015 Nissan Altima S,SanFrancisco 
Sedan,"Used 2014 Subaru Legacy 2.5i Premium with AWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering","$17,888 ",Black,"Mileage: 6,977 miles",4 Cyl,2014 Subaru Legacy 2.5i Premium,SanFrancisco 
Hatchback,"Used 2015 Volkswagen Golf S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows","$18,499 ",Gray,"Mileage: 26,892 miles",4 Cyl,2015 Volkswagen Golf S,SanFrancisco 
SUV,"Used 2014 Kia Sportage LX with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM","$17,450 ",Silver,"Mileage: 28,044 miles",4 Cyl,2014 Kia Sportage LX,SanFrancisco 
Hatchback,"Used 2015 Volkswagen Golf S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM","$15,995 ",Black,"Mileage: 41,921 miles",4 Cyl,2015 Volkswagen Golf S,SanFrancisco 
