mileage,specs,color,bodytype,engine,model,price,city
"Mileage: 42,311 miles","Used 2013 Honda CR-V LX with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Black,SUV,4 Cyl,2013 Honda CR-V LX,"$14,500 ",Miami
"Mileage: 9,198 miles","Used 2016 Chevrolet Trax LS with FWD, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors",Gray,SUV,4 Cyl,2016 Chevrolet Trax LS,"$13,957 ",Miami
"Mileage: 20,779 miles","Used 2015 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",Black,Sedan,4 Cyl,2015 Toyota Corolla S,"$12,999 ",Miami
"Mileage: 22,605 miles","Used 2016 Audi A6 2.0T with FWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Blue,Sedan,4 Cyl,2016 Audi A6 2.0T,"$34,990 ",Miami
"Mileage: 10,987 miles","Used 2016 Toyota Corolla LE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",Silver,Sedan,4 Cyl,2016 Toyota Corolla LE,"$13,990 ",Miami
"Mileage: 14,350 miles","Used 2016 Volvo S60 T5 Inscription with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Gray,Sedan,4 Cyl,2016 Volvo S60 T5 Inscription,"$25,893 ",Miami
"Mileage: 37,866 miles","Used 2012 Nissan Murano S with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",White,SUV,6 Cyl,2012 Nissan Murano S,"$12,795 ",Miami
"Mileage: 8,905 miles","Used 2016 Volkswagen Jetta S with FWD, Cruise Control, Air Conditioning, Cloth Seats, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors",Black,Sedan,4 Cyl,2016 Volkswagen Jetta S,"$12,787 ",Miami
"Mileage: 21,829 miles","Used 2015 Toyota RAV4 XLE with FWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Gray,SUV,4 Cyl,2015 Toyota RAV4 XLE,"$18,500 ",Miami
"Mileage: 19,984 miles","Used 2014 Chevrolet Camaro LT with RWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",Yellow,Coupe,6 Cyl,2014 Chevrolet Camaro LT,"$18,995 ",Miami
"Mileage: 30,481 miles","Used 2014 Volkswagen Jetta SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",Black,Sedan,4 Cyl,2014 Volkswagen Jetta SE,"$11,500 ",Miami
"Mileage: 6,041 miles","Used 2017 Toyota RAV4 XLE with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Silver,SUV,4 Cyl,2017 Toyota RAV4 XLE,"$23,259 ",Miami
"Mileage: 11,732 miles","Used 2016 Toyota Land Cruiser with 4WD, Leather Seats, Trailer Hitch, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Red,SUV,8 Cyl,2016 Toyota Land Cruiser,"$64,500 ",Miami
"Mileage: 8,453 miles","Used 2015 Toyota RAV4 XLE with FWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Beige,SUV,4 Cyl,2015 Toyota RAV4 XLE,"$18,988 ",Miami
"Mileage: 9,001 miles","Used 2016 Kia Optima EX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Gray,Sedan,4 Cyl,2016 Kia Optima EX,"$16,988 ",Miami
"Mileage: 15,138 miles","Used 2016 Toyota Camry SE with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering",White,Sedan,4 Cyl,2016 Toyota Camry SE,"$16,788 ",Miami
"Mileage: 11,547 miles","Used 2015 Dodge Charger SXT with RWD, Remote Start, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering",Black,Sedan,6 Cyl,2015 Dodge Charger SXT,"$20,988 ",Miami
"Mileage: 27,230 miles","Used 2014 Honda Pilot EXL with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Heated Seats, Rear-View Camera, Power Windows, 4-Wheel Disc Brakes, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration",White,SUV,6 Cyl,2014 Honda Pilot EXL,"$25,988 ",Miami
"Mileage: 8,896 miles","Used 2016 Ford Mustang Shelby GT350 with RWD, Leather Seats, Fog Lights, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, Power Windows, AM/FM, Intermittent Wipers",Blue,Coupe,8 Cyl,2016 Ford Mustang Shelby GT350,"$51,899 ",Miami
"Mileage: 38,193 miles","Used 2014 Cadillac CTS with RWD, Remote Start, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Black,Sedan,4 Cyl,2014 Cadillac CTS,"$19,990 ",Miami
"Mileage: 9,070 miles","Used 2016 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Gray,Sedan,4 Cyl,2016 Toyota Corolla LE,"$12,999 ",Miami
"Mileage: 10,605 miles","Used 2015 BMW M4 with RWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering",Black,Convertible,6 Cyl,2015 BMW M4,"$52,999 ",Miami
"Mileage: 31,548 miles","Used 2014 Cadillac XTS Luxury with FWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",White,Sedan,6 Cyl,2014 Cadillac XTS Luxury,"$21,990 ",Miami
"Mileage: 1,780 miles","Used 2015 Chevrolet Spark LS with FWD, Keyless Entry, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Rear Window Defroster",Red,Hatchback,4 Cyl,2015 Chevrolet Spark LS,"$10,000 ",Miami
"Mileage: 20,406 miles","Used 2015 Lexus RX 350 with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats",Red,SUV,6 Cyl,2015 Lexus RX 350,"$29,988 ",Miami
Mileage: 1 miles,"Used 2016 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2016 Toyota Corolla LE,"$12,787 ",Miami
"Mileage: 41,913 miles","Used 2015 GMC Acadia Denali with AWD, Remote Start, Trailer Hitch, Alloy Wheels, Third Row Seating, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Satellite Radio",Silver,SUV,6 Cyl,2015 GMC Acadia Denali,"$31,974 ",Miami
"Mileage: 23,687 miles","Used 2014 Toyota Sienna XLE with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Red,Minivan,6 Cyl,2014 Toyota Sienna XLE,"$24,988 ",Miami
"Mileage: 11,756 miles","Used 2016 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Red,Sedan,4 Cyl,2016 Toyota Corolla LE,"$13,488 ",Miami
"Mileage: 24,721 miles","Used 2015 Kia Optima EX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, 4-Wheel Disc Brakes, Trip Computer",Beige,Sedan,4 Cyl,2015 Kia Optima EX,"$16,247 ",Miami
"Mileage: 28,838 miles","Used 2015 Cadillac SRX Base with FWD, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks",Black,SUV,6 Cyl,2015 Cadillac SRX Base,"$23,580 ",Miami
"Mileage: 28,895 miles","Used 2014 Volkswagen Jetta SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM",Gray,Sedan,4 Cyl,2014 Volkswagen Jetta SE,"$11,550 ",Miami
"Mileage: 16,244 miles","Used 2016 Lincoln MKZ with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Gray,Sedan,4 Cyl,2016 Lincoln MKZ,"$21,500 ",Miami
"Mileage: 18,986 miles","Used 2015 Jeep Wrangler Sahara with 4WD, Fog Lights, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Power Mirrors",Silver,SUV,6 Cyl,2015 Jeep Wrangler Sahara,"$32,968 ",Miami
"Mileage: 18,716 miles","Used 2015 Volkswagen Golf S with FWD, Fog Lights, Alloy Wheels, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, Satellite Radio, Cloth Seats, Power Steering, Power Windows",Blue,Hatchback,4 Cyl,2015 Volkswagen Golf S,"$19,977 ",Miami
"Mileage: 57,320 miles","Used 2015 Lincoln MKC with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Black,SUV,4 Cyl,2015 Lincoln MKC,"$19,790 ",Miami
"Mileage: 29,704 miles","Used 2014 Nissan Sentra SV with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Blue,Sedan,4 Cyl,2014 Nissan Sentra SV,"$8,995 ",Miami
"Mileage: 7,422 miles","Used 2016 Kia Forte LX with FWD, Alloy Wheels, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Black,Sedan,4 Cyl,2016 Kia Forte LX,"$11,988 ",Miami
"Mileage: 8,172 miles","Used 2015 Chevrolet Camaro LT with RWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",Yellow,Coupe,6 Cyl,2015 Chevrolet Camaro LT,"$20,995 ",Miami
"Mileage: 11,337 miles","Used 2016 Porsche 911 Carrera with RWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",Black,Coupe,6 Cyl,2016 Porsche 911 Carrera,"$89,900 ",Miami
"Mileage: 26,028 miles","Used 2015 Toyota Corolla S with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer, Intermittent Wipers",Blue,Sedan,4 Cyl,2015 Toyota Corolla S,"$13,956 ",Miami
"Mileage: 15,607 miles","Used 2014 Honda CR-V LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Unspecified,SUV,4 Cyl,2014 Honda CR-V LX,"$16,697 ",Miami
"Mileage: 34,462 miles","Used 2015 Chevrolet Camaro SS with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Coupe,8 Cyl,2015 Chevrolet Camaro SS,"$22,995 ",Miami
"Mileage: 7,794 miles","Used 2016 Jeep Cherokee Trailhawk with 4WD, Fog Lights, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster",White,SUV,6 Cyl,2016 Jeep Cherokee Trailhawk,"$26,491 ",Miami
"Mileage: 1,706 miles","Used 2017 Dodge Challenger SXT with RWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",Gray,Coupe,6 Cyl,2017 Dodge Challenger SXT,"$23,791 ",Miami
"Mileage: 20,598 miles","Used 2015 GMC Terrain SLT with FWD, Remote Start, Power Sun/Moonroof, Alloy Wheels, Navigation System, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio, Rear Window Defroster",Silver,SUV,4 Cyl,2015 GMC Terrain SLT,"$20,990 ",Miami
"Mileage: 46,035 miles","Used 2013 Lexus GX 460 with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning",Gray,SUV,8 Cyl,2013 Lexus GX 460,"$29,999 ",Miami
"Mileage: 39,757 miles","Used 2014 Volvo XC60 T6 with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering",Black,SUV,6 Cyl,2014 Volvo XC60 T6,"$24,633 ",Miami
"Mileage: 18,269 miles","Used 2015 Porsche 911 Carrera 4S with AWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning, MP3",White,Convertible,6 Cyl,2015 Porsche 911 Carrera 4S,"$97,899 ",Miami
"Mileage: 3,587 miles","Used 2016 Chevrolet Camaro SS with RWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, Satellite Radio, Power Steering, AM/FM, Aux Audio Adapter",Red,Coupe,8 Cyl,2016 Chevrolet Camaro SS,"$32,299 ",Miami
"Mileage: 15,764 miles","Used 2016 Toyota Corolla L with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, Trip Computer, Rear Window Defroster, Front Airbags (Driver), Power Mirrors",Unspecified,Sedan,4 Cyl,2016 Toyota Corolla L,"$13,358 ",Miami
"Mileage: 10,605 miles","Used 2015 BMW M4 with RWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering",Black,Convertible,6 Cyl,2015 BMW M4,"$52,999 ",Miami
"Mileage: 31,548 miles","Used 2014 Cadillac XTS Luxury with FWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",White,Sedan,6 Cyl,2014 Cadillac XTS Luxury,"$21,990 ",Miami
"Mileage: 1,780 miles","Used 2015 Chevrolet Spark LS with FWD, Keyless Entry, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Rear Window Defroster",Red,Hatchback,4 Cyl,2015 Chevrolet Spark LS,"$10,000 ",Miami
"Mileage: 39,757 miles","Used 2014 Volvo XC60 T6 with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering",Black,SUV,6 Cyl,2014 Volvo XC60 T6,"$24,633 ",Miami
"Mileage: 14,610 miles","Used 2016 Toyota RAV4 LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Gray,SUV,4 Cyl,2016 Toyota RAV4 LE,"$17,493 ",Miami
"Mileage: 20,406 miles","Used 2015 Lexus RX 350 with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats",Red,SUV,6 Cyl,2015 Lexus RX 350,"$29,988 ",Miami
"Mileage: 15,764 miles","Used 2016 Toyota Corolla L with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, Trip Computer, Rear Window Defroster, Front Airbags (Driver), Power Mirrors",Unspecified,Sedan,4 Cyl,2016 Toyota Corolla L,"$13,358 ",Miami
"Mileage: 24,721 miles","Used 2015 Kia Optima EX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, 4-Wheel Disc Brakes, Trip Computer",Beige,Sedan,4 Cyl,2015 Kia Optima EX,"$16,247 ",Miami
"Mileage: 27,230 miles","Used 2014 Honda Pilot EXL with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Heated Seats, Rear-View Camera, Power Windows, 4-Wheel Disc Brakes, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration",White,SUV,6 Cyl,2014 Honda Pilot EXL,"$25,988 ",Miami
"Mileage: 11,547 miles","Used 2015 Dodge Charger SXT with RWD, Remote Start, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering",Black,Sedan,6 Cyl,2015 Dodge Charger SXT,"$20,988 ",Miami
"Mileage: 21,102 miles","Used 2015 Volvo XC60 T6 R-Design with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Red,SUV,6 Cyl,2015 Volvo XC60 T6 R-Design,"$30,393 ",Miami
Mileage: 1 miles,"Used 2016 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2016 Toyota Corolla LE,"$12,787 ",Miami
"Mileage: 15,138 miles","Used 2016 Toyota Camry SE with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering",White,Sedan,4 Cyl,2016 Toyota Camry SE,"$16,788 ",Miami
"Mileage: 15,607 miles","Used 2014 Honda CR-V LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Unspecified,SUV,4 Cyl,2014 Honda CR-V LX,"$16,697 ",Miami
"Mileage: 7,422 miles","Used 2016 Kia Forte LX with FWD, Alloy Wheels, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Black,Sedan,4 Cyl,2016 Kia Forte LX,"$11,988 ",Miami
"Mileage: 7,794 miles","Used 2016 Jeep Cherokee Trailhawk with 4WD, Fog Lights, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster",White,SUV,6 Cyl,2016 Jeep Cherokee Trailhawk,"$26,491 ",Miami
"Mileage: 41,913 miles","Used 2015 GMC Acadia Denali with AWD, Remote Start, Trailer Hitch, Alloy Wheels, Third Row Seating, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Satellite Radio",Silver,SUV,6 Cyl,2015 GMC Acadia Denali,"$31,974 ",Miami
"Mileage: 29,704 miles","Used 2014 Nissan Sentra SV with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Blue,Sedan,4 Cyl,2014 Nissan Sentra SV,"$8,995 ",Miami
"Mileage: 34,462 miles","Used 2015 Chevrolet Camaro SS with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Coupe,8 Cyl,2015 Chevrolet Camaro SS,"$22,995 ",Miami
"Mileage: 7,009 miles","Used 2016 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Red,Sedan,4 Cyl,2016 Toyota Corolla LE,"$11,999 ",Miami
"Mileage: 11,337 miles","Used 2016 Porsche 911 Carrera with RWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",Black,Coupe,6 Cyl,2016 Porsche 911 Carrera,"$89,900 ",Miami
