specs,price,color,mileage,bodytype,engine,model,city
"Used 2017 BMW X5 xDrive35i with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$50,200 ",Black,"Mileage: 6,247 miles",SUV,6 Cyl,2017 BMW X5 xDrive35i,WashingtonDC
"Used 2015 Ford Escape S with FWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$15,557 ",White,"Mileage: 15,961 miles",SUV,4 Cyl,2015 Ford Escape S,WashingtonDC
"Used 2014 Toyota Sienna LE with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$19,997 ",Green,"Mileage: 32,662 miles",Minivan,6 Cyl,2014 Toyota Sienna LE,WashingtonDC
"Used 2014 Toyota RAV4 XLE with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$17,331 ",Black,"Mileage: 33,935 miles",SUV,4 Cyl,2014 Toyota RAV4 XLE,WashingtonDC
"Used 2014 GMC Acadia Denali with FWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control","$29,100 ",Black,"Mileage: 42,668 miles",SUV,6 Cyl,2014 GMC Acadia Denali,WashingtonDC
"Used 2016 Ford Edge SEL with AWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning","$27,990 ",Gray,"Mileage: 9,369 miles",SUV,4 Cyl,2016 Ford Edge SEL,WashingtonDC
"Used 2016 Ford Escape Titanium with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$20,400 ",White,"Mileage: 21,234 miles",SUV,4 Cyl,2016 Ford Escape Titanium,WashingtonDC
"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$11,999 ",White,"Mileage: 30,593 miles",Hatchback,4 Cyl,2014 Ford Focus SE,WashingtonDC
"Used 2014 Ford Edge Limited with FWD, Leather Seats, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$22,978 ",White,"Mileage: 19,620 miles",SUV,6 Cyl,2014 Ford Edge Limited,WashingtonDC
"Used 2013 Honda Pilot EXL with 4WD, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)","$20,900 ",Black,"Mileage: 73,687 miles",SUV,6 Cyl,2013 Honda Pilot EXL,WashingtonDC
"Used 2017 Toyota Prius with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$22,797 ",Blue,"Mileage: 3,452 miles",Hatchback,4 Cyl,2017 Toyota Prius,WashingtonDC
"Used 2016 Lexus NX 200t with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3","$36,900 ",Black,"Mileage: 6,403 miles",SUV,4 Cyl,2016 Lexus NX 200t,WashingtonDC
"Used 2013 Dodge Challenger SXT with RWD, Cruise Control, Split/Folding Seats, Air Conditioning, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors","$16,200 ",Black,"Mileage: 65,343 miles",Coupe,6 Cyl,2013 Dodge Challenger SXT,WashingtonDC
"Used 2013 Nissan Pathfinder SL with 4WD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Towing Package","$19,994 ",Black,"Mileage: 41,685 miles",SUV,6 Cyl,2013 Nissan Pathfinder SL,WashingtonDC
"Used 2014 Cadillac SRX Performance with AWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Heated Seats, Air Conditioning, AM/FM, Trip Computer, Power Seat (Driver)","$24,375 ",Black,"Mileage: 50,141 miles",SUV,6 Cyl,2014 Cadillac SRX Performance,WashingtonDC
"Used 2015 Toyota RAV4 Limited Edition with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$24,171 ",Gray,"Mileage: 11,627 miles",SUV,4 Cyl,2015 Toyota RAV4 Limited Edition,WashingtonDC
"Used 2014 GMC Terrain SLE with AWD, Fog Lights, Cruise Control, Air Conditioning, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks, Handsfree/Bluetooth Integration","$17,325 ",Gray,"Mileage: 34,739 miles",SUV,4 Cyl,2014 GMC Terrain SLE,WashingtonDC
"Used 2015 Chevrolet Equinox LT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$15,800 ",Red,"Mileage: 34,375 miles",SUV,4 Cyl,2015 Chevrolet Equinox LT,WashingtonDC
"Used 2016 Kia Sorento LX with AWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering","$24,997 ",Red,"Mileage: 23,147 miles",SUV,6 Cyl,2016 Kia Sorento LX,WashingtonDC
"Used 2012 Toyota Sienna LE with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, Power Windows, Power Seat (Driver), Intermittent Wipers","$19,900 ",Gray,"Mileage: 33,348 miles",Minivan,6 Cyl,2012 Toyota Sienna LE,WashingtonDC
"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$11,999 ",White,"Mileage: 30,593 miles",Hatchback,4 Cyl,2014 Ford Focus SE,WashingtonDC
"Used 2014 Ford Edge Limited with FWD, Leather Seats, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$22,978 ",White,"Mileage: 19,620 miles",SUV,6 Cyl,2014 Ford Edge Limited,WashingtonDC
"Used 2013 Honda Pilot EXL with 4WD, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)","$20,900 ",Black,"Mileage: 73,687 miles",SUV,6 Cyl,2013 Honda Pilot EXL,WashingtonDC
"Used 2010 Mercedes-Benz M-Class ML 350 with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, DVD","$15,900 ",Black,"Mileage: 89,026 miles",SUV,6 Cyl,2010 Mercedes-Benz M-Class ML 350,WashingtonDC
"Used 2017 Toyota Prius with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$22,797 ",Blue,"Mileage: 3,452 miles",Hatchback,4 Cyl,2017 Toyota Prius,WashingtonDC
"Used 2014 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$12,330 ",Red,"Mileage: 31,055 miles",Sedan,4 Cyl,2014 Toyota Corolla LE,WashingtonDC
"Used 2016 Lexus NX 200t with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3","$36,900 ",Black,"Mileage: 6,403 miles",SUV,4 Cyl,2016 Lexus NX 200t,WashingtonDC
"Used 2013 Dodge Challenger SXT with RWD, Cruise Control, Split/Folding Seats, Air Conditioning, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors","$16,200 ",Black,"Mileage: 65,343 miles",Coupe,6 Cyl,2013 Dodge Challenger SXT,WashingtonDC
"Used 2015 Chevrolet Silverado 1500 LT with 4WD, Double Cab, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$30,900 ",Red,"Mileage: 15,115 miles",Pickup,8 Cyl,2015 Chevrolet Silverado 1500 LT,WashingtonDC
"Used 2014 BMW 3 Series 328i with RWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$26,991 ",Blue,"Mileage: 18,394 miles",Sedan,4 Cyl,2014 BMW 3 Series 328i,WashingtonDC
"Used 2015 BMW i3 Range Extender with RWD, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Satellite Radio, Power Steering, AM/FM, Aux Audio Adapter","$23,691 ",White,"Mileage: 19,766 miles",Hatchback,2 Cyl,2015 BMW i3 Range Extender,WashingtonDC
"Used 2013 Nissan Pathfinder SL with 4WD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Towing Package","$19,994 ",Black,"Mileage: 41,685 miles",SUV,6 Cyl,2013 Nissan Pathfinder SL,WashingtonDC
"Used 2014 Cadillac SRX Performance with AWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Heated Seats, Air Conditioning, AM/FM, Trip Computer, Power Seat (Driver)","$24,375 ",Black,"Mileage: 50,141 miles",SUV,6 Cyl,2014 Cadillac SRX Performance,WashingtonDC
"Used 2015 Toyota RAV4 Limited Edition with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$24,171 ",Gray,"Mileage: 11,627 miles",SUV,4 Cyl,2015 Toyota RAV4 Limited Edition,WashingtonDC
"Used 2014 GMC Terrain SLE with AWD, Fog Lights, Cruise Control, Air Conditioning, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks, Handsfree/Bluetooth Integration","$17,325 ",Gray,"Mileage: 34,739 miles",SUV,4 Cyl,2014 GMC Terrain SLE,WashingtonDC
"Used 2015 Chevrolet Equinox LT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$15,800 ",Red,"Mileage: 34,375 miles",SUV,4 Cyl,2015 Chevrolet Equinox LT,WashingtonDC
"Used 2014 Mercedes-Benz GLK 350 with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$30,881 ",White,"Mileage: 30,168 miles",SUV,6 Cyl,2014 Mercedes-Benz GLK 350,WashingtonDC
"Used 2016 Kia Sorento LX with AWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering","$24,997 ",Red,"Mileage: 23,147 miles",SUV,6 Cyl,2016 Kia Sorento LX,WashingtonDC
"Used 2012 Toyota Sienna LE with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, Power Windows, Power Seat (Driver), Intermittent Wipers","$19,900 ",Gray,"Mileage: 33,348 miles",Minivan,6 Cyl,2012 Toyota Sienna LE,WashingtonDC
"Used 2014 Toyota RAV4 XLE with AWD, Alloy Wheels, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Windows, AM/FM, Power Locks, Rear Window Defroster","$18,495 ",Unspecified,"Mileage: 49,066 miles",SUV,4 Cyl,2014 Toyota RAV4 XLE,WashingtonDC
"Used 2014 BMW 5 Series 528i xDrive with AWD, Power Sun/Moonroof, Alloy Wheels, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks, Handsfree/Bluetooth Integration, Front Airbags (Driver)","$26,395 ",Black,"Mileage: 29,084 miles",Sedan,4 Cyl,2014 BMW 5 Series 528i xDrive,WashingtonDC
"Used 2017 Ford Escape Titanium with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$24,295 ",Black,"Mileage: 7,813 miles",SUV,4 Cyl,2017 Ford Escape Titanium,WashingtonDC
"Used 2017 Toyota RAV4 Limited Edition with AWD, Fog Lights, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering","$30,990 ",Black,"Mileage: 11,604 miles",SUV,4 Cyl,2017 Toyota RAV4 Limited Edition,WashingtonDC
"Used 2014 Jeep Patriot Sport with 4WD, Fog Lights, Cruise Control, CD (Single Disc), Split/Folding Seats, Power Steering, AM/FM, 4-Wheel Disc Brakes, Intermittent Wipers, Rear Window Defroster, Handsfree/Bluetooth Integration","$13,450 ",Blue,"Mileage: 23,432 miles",SUV,4 Cyl,2014 Jeep Patriot Sport,WashingtonDC
"Used 2014 BMW 5 Series 535i xDrive with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$32,691 ",Silver,"Mileage: 47,393 miles",Sedan,6 Cyl,2014 BMW 5 Series 535i xDrive,WashingtonDC
"Used 2014 Chevrolet Cruze LT with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$11,200 ",Unspecified,"Mileage: 35,753 miles",Sedan,4 Cyl,2014 Chevrolet Cruze LT,WashingtonDC
"Used 2014 Chevrolet Equinox LS with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$13,875 ",Blue,"Mileage: 37,919 miles",SUV,4 Cyl,2014 Chevrolet Equinox LS,WashingtonDC
"Used 2015 Audi A4 2.0T with AWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, Power Windows, Trip Computer","$20,900 ",Black,"Mileage: 40,182 miles",Sedan,4 Cyl,2015 Audi A4 2.0T,WashingtonDC
"Used 2015 Lincoln MKZ with FWD, Remote Start, Heated Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$20,490 ",Black,"Mileage: 22,847 miles",Sedan,4 Cyl,2015 Lincoln MKZ,WashingtonDC
"Used 2016 Lexus NX 200t with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3","$36,900 ",Black,"Mileage: 6,403 miles",SUV,4 Cyl,2016 Lexus NX 200t,WashingtonDC
"Used 2014 BMW X3 xDrive35i with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$33,980 ",Silver,"Mileage: 29,224 miles",SUV,6 Cyl,2014 BMW X3 xDrive35i,WashingtonDC
"Used 2016 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$16,691 ",Blue,"Mileage: 8,151 miles",Sedan,4 Cyl,2016 Toyota Camry SE,WashingtonDC
,"$12,295 ",Black,"Mileage: 50,471 miles",Sedan,4 Cyl,2014 Honda Civic EX,WashingtonDC
"Used 2014 Toyota Corolla S with FWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Windows, AM/FM","$14,450 ",Silver,"Mileage: 24,664 miles",Sedan,4 Cyl,2014 Toyota Corolla S,WashingtonDC
"Used 2011 Ford Edge Limited with FWD, Remote Start, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$14,490 ",Red,"Mileage: 65,441 miles",SUV,6 Cyl,2011 Ford Edge Limited,WashingtonDC
"Used 2016 Ford Escape Titanium with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$20,400 ",White,"Mileage: 21,234 miles",SUV,4 Cyl,2016 Ford Escape Titanium,WashingtonDC
"Used 2014 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$13,691 ",Red,"Mileage: 16,878 miles",Sedan,4 Cyl,2014 Toyota Camry LE,WashingtonDC
"Used 2015 Chevrolet Malibu LT with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$15,400 ",Red,"Mileage: 8,982 miles",Sedan,4 Cyl,2015 Chevrolet Malibu LT,WashingtonDC
"Used 2014 Nissan Altima S with FWD, Cruise Control, Air Conditioning, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration","$13,990 ",Red,"Mileage: 20,163 miles",Sedan,4 Cyl,2014 Nissan Altima S,WashingtonDC
"Used 2014 Mercedes-Benz E-Class E 350 with AWD, Alloy Wheels, Navigation System, Rear-View Camera, Satellite Radio, Power Mirrors","$35,832 ",Black,"Mileage: 20,148 miles",Coupe,6 Cyl,2014 Mercedes-Benz E-Class E 350,WashingtonDC
"Used 2015 Chevrolet Cruze LT with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$12,000 ",Red,"Mileage: 18,122 miles",Sedan,4 Cyl,2015 Chevrolet Cruze LT,WashingtonDC
"Used 2014 BMW X3 xDrive35i with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$33,990 ",Black,"Mileage: 25,353 miles",SUV,6 Cyl,2014 BMW X3 xDrive35i,WashingtonDC
"Used 2016 Ford Fusion S with FWD, Cruise Control, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$13,725 ",Gold,"Mileage: 22,031 miles",Sedan,4 Cyl,2016 Ford Fusion S,WashingtonDC
"Used 2015 Toyota Camry SE with FWD, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering","$18,990 ",White,"Mileage: 11,967 miles",Sedan,4 Cyl,2015 Toyota Camry SE,WashingtonDC
"Used 2014 Jeep Patriot Sport with 4WD, Fog Lights, Cruise Control, CD (Single Disc), Split/Folding Seats, Power Steering, AM/FM, 4-Wheel Disc Brakes, Intermittent Wipers, Rear Window Defroster, Handsfree/Bluetooth Integration","$13,450 ",Blue,"Mileage: 23,432 miles",SUV,4 Cyl,2014 Jeep Patriot Sport,WashingtonDC
"Used 2013 Ford Explorer Sport with 4WD, Remote Start, Fog Lights, Trailer Hitch, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)","$22,990 ",Silver,"Mileage: 85,962 miles",SUV,6 Cyl,2013 Ford Explorer Sport,WashingtonDC
"Used 2015 BMW X5 xDrive35i with AWD, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$41,992 ",White,"Mileage: 41,775 miles",SUV,6 Cyl,2015 BMW X5 xDrive35i,WashingtonDC
"Used 2014 BMW 5 Series 528i xDrive with AWD, Power Sun/Moonroof, Alloy Wheels, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks, Handsfree/Bluetooth Integration, Front Airbags (Driver)","$26,395 ",Black,"Mileage: 29,084 miles",Sedan,4 Cyl,2014 BMW 5 Series 528i xDrive,WashingtonDC
"Used 2014 Toyota RAV4 LE with AWD, Cruise Control, Split/Folding Seats, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration","$17,490 ",White,"Mileage: 35,909 miles",SUV,4 Cyl,2014 Toyota RAV4 LE,WashingtonDC
"Used 2012 Toyota Sienna LE with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, Power Windows, Power Seat (Driver), Intermittent Wipers","$19,900 ",Gray,"Mileage: 33,348 miles",Minivan,6 Cyl,2012 Toyota Sienna LE,WashingtonDC
"Used 2016 GMC Canyon SLT with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Satellite Radio, Power Steering, Power Windows","$31,995 ",Unspecified,"Mileage: 21,306 miles",Pickup,6 Cyl,2016 GMC Canyon SLT,WashingtonDC
"Used 2016 Ford Fusion SE with FWD, Remote Start, Navigation System, Air Conditioning, Cloth Seats, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration","$15,932 ",Red,"Mileage: 44,796 miles",Sedan,4 Cyl,2016 Ford Fusion SE,WashingtonDC
